signum,revisionID,translitterering,normalisering,translation,Latitude,Longitude,Stil,Inscriber,Material,Period_begin,Period_end,edition
Upplands runinskrifter 911,50581347,ukuþi × auk · hulfriþ · litu · risa stin ' þina · at iu(k)aiʀ · bruþu- si...,"'''''ukuþi''''' ok Holmfriðr letu ræisa stæin þenna at Iogæiʀ, broðu[r] si[nn].","'''''ukuþi''''' och Holmfrid lät resa denna sten efter Joger, sin broder.",59.86178,17.36608,,,,793,1066,0
Upplands runinskrifter 912,50510932,si[kfiʀ]uþr : lit : hi : ʀisa : at : burkaiʀ : foþur sin,"Sigfrøðr let her() ræisa at Borggæiʀ, faður sinn.","Sigfröd lät resa (sten) här () efter Borgger, sin fader.",59.0,53.0,,Grim skald,,1000,1099,0
Upplands runinskrifter 913,50581341,(o)utr ' ok ' þ--otr ' litu ' rita stain etiʀ ' faþur ' sin ' halton ' suin ' riþ þt,Øyndr() ok Þ[r]ondr() letu retta stæin æftiʀ faður sinn Halfdan. Svæinn reð þat.,Önd () och Trond () lät resa stenen efter sin fader Halvdan. Sven ombesörjde detta.,59.87596,17.50102,,"Sven,Sven 4",,793,1066,0
Upplands runinskrifter 914,48655783,inkikar lit ' raisa ' stain ' eftiʀ ' styþik ' faþur ' sin ' uk ' þorkel ' lit ' kiara ' merki ' at ' inkikuni ' suiru ' sin ',"Ingigærðr/Ingikarr let ræisa stæin æftiʀ Styðing/Støðing, faður sinn, ok Þorkell let gæra mærki at Ingigunni, sværu sina.","Ingegärd lät resa stenen efter Styding, sin fader, och Torkel lät göra minnesmärket efter Ingegunn, sin svärmoder.",0.0,0.0,,Öpir,,1000,1099,0
Upplands runinskrifter 915,53975862,§P [suain iauk k-sluk li... ...(s)a stin · at · sikstin faþur sin] §Q [suaini auk k-sluk li... ...(s)a stin · at · sikstin faþur sin],"§P Svæinn ok G[i]slaug le[tu ræi]sa stæin at Sigstæin, faður sinn. §Q Svæini ok G[i]slaug le[tu ræi]sa stæin at Sigstæin, faður sinn.","Sven och Gislög läto resa stenen efter Sigsten, sin fader.",59.87966,17.50116,,Öpir 1,,793,1066,0
Upplands runinskrifter 916,55457214,§P [kial]i · -...[u : s]kalt : [h]...- · uk [·] (b)aþa- : §Q [kial]i · -...[u : s]kalt : [h]...(u) · uk [·] (b)aþa- :,§P Gialli() ... Skald ... ok() baða[ʀ](). §Q Gialli() ... Skald h[iogg]u ok() ...,Käti och Grim skald höggo ock båda (),59.9261,17.4865,,"Grim skald, Käti",,793,1066,0
Upplands runinskrifter 917,50564964,ernf(a)(s)tr ' uk ' stinbiarn '  þorstin litu · at iurunt · faþur sin ¶ tiselfr,"Ærnfastr ok Stæinbiorn [ok] Þorstæinn letu at Iorund, faður sinn. Disælfʀ.","Ärnfast och Stenbjörn (och) Torsten lät (resa stenen) efter Jorund, sin fader.",59.94207,17.42354,pr4,"Öpir 1 , Disalv,Disälv , namnet av Brate uppfattat som ristarsignatur. [ej Öpir, Åhlén 1997, Stille 1999b s. 140 attribuerar den dock till Öpir]",,793,1066,0
Upplands runinskrifter 918,54530260,+ kuþfastr + hiok × sten + hefiʀ [ket]ilmunt + sun + sen +,"Guðfastr hiogg stæin æftiʀ Kætilmund, sun sinn.","Gudfast högg stenen efter Kättilmund, sin son.",59.0,57.0,,,,1000,1099,0
Upplands runinskrifter 919,54530264,kuþfastr aok ' þorontr ' litu rita sten ' eftiʀ ' faþur sin ' hals ' ok frykuþr ' yftiʀ ' bonta sin ' þorþr : hiak · runar · þisar ' ual,"Guðfastr ok Þrondr letu retta stæin æftiʀ faður sinn Hals, ok Frøyguðr æftiʀ bonda sinn. Þorðr hiogg runaʀ þessaʀ val.","Gudfast och Trond läto uppresa stenen efter sin fader Hals, och Frögunn efter sin man. Tord högg dessa runor väl.",59.0,57.0,,"Troligen samma ,Tord som högg Upplands runinskrifter 1107,U 1107.",,1000,1099,0
Upplands runinskrifter 920,50579000,iki-...- · auk o...untr : þeʀ : litu risa : sti[(n)] : þinsa iftiʀ hiþinbiurn : uk : fastbiurn : uk ...(l)k... faþur sin kuþ hialbi sialu þi-...,"Ingi... ok A[n]undr þæiʀ letu ræisa stæin þennsa æftiʀ Heðinbiorn ok Fastbiorn ok ..., faður sinn. Guð hialpi sialu þæi[ʀa].","Inge- och Jorund(), de läto resa denna sten efter Hedenbjörn och Fastbjörn och ... sin fader. Gud hjälpe deras själ.",59.0,56.0,,,,1000,1099,0
Upplands runinskrifter 921,48758005,saikair ' lit hakua ' s[t(a)in at una × s]un sin ',"Sægæiʀʀ let haggva stæin at Una/Unna, sun sinn.","Säger lät hugga stenen efter Une, sin son.",59.92689,17.45313,pr4,Likbjörn,,793,1066,0
Upplands runinskrifter 922,51745068,§P ikimuntr ' uk þorþr · ¶ [iarl ' uk uikibiarn · litu ' risa · stain ' at] ikifast · faþur [· sin sturn·maþr '] ¶ sum ' for ' til · girkha ' hut ' sun ' ionha · uk · at · igulbiarn · in ybiʀ [· risti ·] §Q [iarl ' uk uikibiarn · litu ' risa · stain ' at] ikifast · faþur [· sin sturn·maþr '] ¶ ikimuntr ' uk þorþr · sum ' for ' til · girkha ' hut ' sun ' ionha · uk · at · igulbiarn · in ybiʀ [· risti ·],"§P Ingimundr ok Þorðr, Iarl ok Vigbiorn() letu ræisa stæin at Ingifast, faður sinn, styrimaðr, sum for til Girkia ut, sunn Iona(), ok at Igulbiorn. En Øpiʀ risti. §Q Iarl ok Vigbiorn() letu ræisa stæin at Ingifast, faður sinn, styrimaðr. Ingimundr ok Þorðr, sum for til Girkia ut, sunn Iona(), ok at Igulbiorn. En Øpiʀ risti.","Ingemund och Tord, Jarl och Vigbjörn () läto resa stenen efter Ingefast, sin fader, skepps hövdingen, som for ut till Grekland, son till ionha, och efter Igulbjörn. Och Öpir ristade.",59.858157,17.633772,,Öpir,,1000,1099,0
Upplands runinskrifter 923,54654475,ikifast[r · lit · rita · sten ef]ti[ʀ · s]ys[t]ur · netilkiarþi · uk · totur sena · k[asu · uk · fasluh · raþku... ...],Ingifastr let retta stæin æftiʀ systur ...gærði ok dottur sina '''''kasu''''' ok Fastlaug raðku[nu]() ...,Ingefast lät resa stenen till minne av (sin) syster '''nitilkiarþi''' och sin dotter ... och Fastlög ...,59.85816,17.63377,,Likbjörn,,793,1066,0
Upplands runinskrifter 924,54661524,... aistin + fnþur · sia auk stia + b(r)uþur si(n) + k...,"... Øystæin()/Æistæin(), faður sinn, ok Stæin, broður sinn ...","... [efter] Östen(), sin fader, och Sten, sin broder ...",59.85816,17.63377,,,,793,1066,0
Upplands runinskrifter 925,54654684,' ihulbiarn ' uk ' alfnthan ' uk ' þelfi ' litu ' risa ' stin ' at ' kak ' sun ' sin ' uk ' faþur ' sin ' uaʀ ' tauþr ' i suþr ' kakr ',"Igulbiorn ok Halfdan ok Þialfi letu ræisa stæin at Kag()/Gag(), sun sinn ok faður sinn. Vaʀ dauðr i suðr Kagʀ()/Gagʀ().","Igulbjörn ocli Halvdan och Tjälve läto resa stenen efter '''kak''', sin son och sin fader. Var död i söder '''kakr'''.",59.85815,17.63376,pr4,Öpir 1,,0,1500,0
Upplands runinskrifter 929,54904065,...ihraʀ [· lit ·] rita · sten eftiʀ uiha · faþu si·n ikulf·r riisti · runʀ,"'''''...ihraʀ''''' let retta stæin æftiʀ Viga, faður sinn. Ingulfʀ risti runaʀ.","... lät uppresa stenen efter Vige, sin fader. Ingulv ristade runorna.",0.0,0.0,,Ingulv,,1050,1099,0
Upplands runinskrifter 930,54904041,[... · uks...],... ...,,59.85812,17.63355,,,,793,1066,0
Upplands runinskrifter 931,54222003,[...is · haou]... ...-fr · ka(s)l ' ok · iufrfast ' lit ' rsa s[tn iftu · faiau sein] ...-l,... ... ... '''''kasl''''' ok Iofurfast let ræisa stæin æftiʀ faður sinn() ...,... och Jovurfast lät resa stenen efter sin fader ...,0.0,0.0,,Okänt,,1000,1099,0
Upplands runinskrifter 937,55885798,× þiak(n) × auk × kunar × raistu × stana × aftiʀ × uaþr × bruþur sin ×,"Þiagn ok Gunnarr ræistu stæina æftiʀ Veðr, broður sinn.","Tägn och Gunnar reste stenarna efter Väder sin broder.""",0.0,0.0,,,,1000,1099,0
Upplands runinskrifter 941,55321751,ali u... ...ih...alti auk inkifast + þa(u)- -(i)tu rita stin þin- ... ...nta i--...fastaʀ ...,Ali/Alli o[k S]igvaldi ok Ingifast þau[n l]etu retta stæin þenn[a] ... [boa]nda I[ngi]fastaʀ ...,"Åle/Alle och Sigvalde och Ingefast de lät resa denna sten [efter] …, Ingefasts make …",59.85962,17.63628,,"Åsmund  [Stille 1999b:175, Källström 2011b]",,793,1066,0
Upplands runinskrifter 942,54529709,+ iurunt... ...t : risa : stin : eftiʀ : (k)-rþaʀ : sun ¤ ... ...- -uþ : sikni : ys : kumna · ualtiʀ hailakʀ : turuin,"Iorund[r le]t ræisa stæin æftiʀ G[æ]rðar, sun [sinn] ... [G]uð signi oss, gumna valdr, hæilagʀ drottinn.","Jorund lät resa stenen efter Gärdar, sin son ... Signe oss Gud, människors härskare, helige drotten!",59.85858,17.63461,,Äsbjörn 2,,793,1066,0
Upplands runinskrifter 944,54646341,trusboi ' u... ...- stin ' eftʀ ' kiula ' faþur ' s... ...,"Drosboi o[k] ... stæin æftiʀ Kiula(), faður s[inn] ...","Drosboe och ... stenen efter '''kiula''', sin fader ...",59.85858,17.6344,,,,793,1066,0
Upplands runinskrifter 945,50493159,× sikniutr × auk × auiþr × litu × raisa × stain × at × ofaik × faþur × si(n) [×] kuþ × hialbi × ant hans × auk × kus moþiʀ × fotr × risti × runaʀ ×,"Signiutr ok Aviðr letu ræisa stæin at Ofæig, faður sinn. Guð hialpi and hans ok Guðs moðiʀ. Fotr risti runaʀ.","Signjut och Åvid läto resa stenen efter Ofeg, sin fader. Gud och Guds moder hjälpte hans ande. Fot ristade runorna.",59.0,49.0,,"Fot,Fot 2",,1000,1099,0
Upplands runinskrifter 946,50510640,kusi × lit iʀaisa at aka aouk at katil arnukin,Gusi/Gussi/Kusi let ræisa at Aka ok at Kætil araukinn().,Guse lät resa stenen efter Åke och efter Kättil den ålderstigne.,59.0,49.0,,Grim skald,,1000,1099,0
Upplands runinskrifter 948,54103882,' stʀþinkr × lit resa stin × iftʀ × arna × sun × sen × han × fyr × hayrt × lant × þelfi ' auk ' aurikia ' iuku ' runar ' iftʀ ' bruþur ' sin,"Styðingʀ/Støðingʀ let ræisa stæin æftiʀ Arna, sun sinn. Hann for hvart() land() Þialfi ok Orøkia hioggu runaʀ æftiʀ broður sinn.","Stöding lät resa stenen efter Arne, sin son. Han for '''hayrt x lant'''. Tjälve och Orökja höggo runorna efter sin broder.",59.0,49.0,,"Torgöt Fotsarve , Tjälve 1 , Orökja 2 , Fot 2",,1000,1099,0
Upplands runinskrifter 949,55193532,... ...s- · stin · iftiʀ --lkir · faþur sin · ha... ...iuþu...,"... [ræi]s[a] stæin æftiʀ '''''--lkir''''', faður sinn. Ha[nn] ...","... resa stenen efter . .., sin fader. Han ...",59.86399,17.73428,,,,1000,1099,0
Upplands runinskrifter 950,48845058,kunbiarn ' lit ' risa ' stin at ' [asif... ... ...u]n ' in nefkiʀ ' at ' broþur sin,"Gunnbiorn let ræisa stæin at As... ... [s]un, en Næfgæiʀʀ at broður sinn.","Gunnbjörn lät resa efter Ås- ... son, och Nävger efter sin broder.",59.0,50.0,,Öpir,,1000,1099,0
Upplands runinskrifter 951,55457220,§A kairkiʀiþ-r : ouk : kiʀmar litu : ha[ku]a §B at ouþmunt kiʀimr : skalt hiu,§A Gæiʀfriðr() ok Gæiʀmarr letu haggva §B at Auðmund. Grimʀ Skald hio.,§A Gerfrid och Germar lät hugga §B efter Ödmund. Grim skald högg.,59.0,50.0,,Grim skald,,1000,1099,0
Upplands runinskrifter 952,52290503,[osuar · lit risa stain iftiʀ · tryk · sun sin askil · uk · stoþkil ' kamal ' ritu · at stoþbiarn ' faþuʀ],"Ansvarr/Asvarðr/Asvar let ræisa stæin æftiʀ Trygg, sun sinn. Æskell ok Stoðkell Gamall rettu at Stoðbiorn, faður [sinn].","Ansvar lät resa stenen efter Trygg, sin son. Äskil och Stodkil gammal reste efter Stodbjörn, [sin] fader.",59.85104,17.73793,,Öpir 1,,793,1066,0
Upplands runinskrifter 953,53969954,[foraystain · lit · ri... ... skarþa faþu... ...],"Frøystæinn let ræi[sa]/re[tta] ... Skarða(), faðu[r] ...","Frösten lät resa . . . Skarde, [sin] fader.",59.85174,17.74226,,,,793,1066,0
Upplands runinskrifter 954,53973989,[× þʀu : aʀrukr : fretr : ri--u : s... ...-r : helka : bruþr : sin : en : sasur : trab : han : ouk : kaþ · niþiks:uerk : seik : felka : sin : kuþ : helb : hut : has ×],"Þau() Øyrikʀ()/Au(ð)rikʀ() frændr ræi[st]u s[tæin æfti]ʀ Hælga, broður sinn. En Sassurr drap hann ok gærði niðingsverk, svæik felaga sinn. Guð hialp and hans.","Örik() och de andra fränderna reste stenen efter Helge, sin broder. Och Sassur dräpte honom och gjorde nidingsverk, svek sin följesman. Gud hjälp hans ande!",59.81069,17.74986,,,,793,1066,0
Upplands runinskrifter 955,54379723,[× þorstin × auk × kura × litu × raisa × stin × eftiʀ × lafsa × faþur sin],"Þorstæinn ok Gyra() letu ræisa stæin æftiʀ Lafsa, faður sinn.","Torsten och Gyra() läto resa stenen till minne av Lafse, sin fader.",59.82779,17.77716,,"Fot,Fot 2",,793,1066,0
Upplands runinskrifter 956,54165526,' stniltr ' lit · rita stain þino ' abtiʀ ' uiþbiurn ' krikfara ' buanta sin kuþ hialbi hos&#124; &#124;salu&#124; &#124;uk&#124; &#124;kuþs u muþiʀ osmuntr kara sun markaþi,"Stæinhildr let retta stæin þenna æptiʀ Viðbiorn Grikkfara, boanda sinn. Guð hialpi hans salu ok Guðs '''''u''''' moðiʀ. Asmundr Kara sunn markaði.","Stenhild lät resa denna sten efter Vidbjörn greklandsfarare, sin man. Gud och Guds moder hjälpe hans själ. Åsmund Kåresson ristade.",0.0,0.0,,Åsmund Kåresson,,1000,1099,0
Upplands runinskrifter 957,49798043,kerþar ' ok ' ulfr ' ok ulbiarn ' ok ' abiarn ok runi + þair ' litu hakua ' stain ' at ' iarl faþur sin ' arfriþ(r) at ' bonta sin,"Gærðarr ok Ulfʀ ok Holmbiorn ok Abiorn ok ʀuni þæiʀ letu haggva stæin at Iarl, faður sinn, Arnfriðr at bonda sinn.","Gärdar och Ulv och Holmbjörn och Åbjörn och Rune de läto hugga stenen efter Jarl, sin fader, Arnfrid efter sin man.'''",59.0,50.0,,okänt,,1000,1099,0
Upplands runinskrifter 958,52261035,[...tr ' sihniuta · is þita kiarþi sun · hans s]ihuiþr ' [runa þurhutr · risti],[Æf]tiʀ Signiuta es þetta. Gærði sunn hans Sigviðr runaʀ. Þorgautr risti.,Efter Signjute är detta. Hans son Sigvid gjorde runorna. Torgöt ristade.,59.83409,17.72317,,Torgöt Fotsarve,,793,1066,0
Upplands runinskrifter 959,43130088,[nesbiarn '] uk ' runa ' anutar ' totiR ' litu ' rita ' staina ' at ' s[uhik'ierf ' sun : sin],"Næsbiorn ok Runa, AnundaR dottiR, letu retta stæina at '''''suhikierf''''', sun sinn.","Näsbjörn och Runa, Anunds dotter, läto uppresa stenarna efter '''suhik ' ierf''', sin son.",59.87595,17.68605,pr5,"Öpir 1  [ej Öpir, Åhlén 1997]",,793,1066,0
Upplands runinskrifter 960,50537832,+ hakuno ¤ auk ¤ ostriþr ¤ kirþu ... ¤ sun ¤ snialan ¤ saʀ × hit ×× iriks × kuþ × tr... ...,Hakon ok Æstriðr gærðu ... sun sniallan. Saʀ het Æirikʀ. Guð dr[ottinn] ...,Håkon och Astrid gjorde [minnesmärket efter ... sin] raske son. Han kallades … Eriks. Gud dr[otten] …,59.87603,17.68668,,Tore 2,Runsten,793,1066,0
Upplands runinskrifter 961,52238110,h(u)(l)-a + lit + raisa stain + þina at kitilbiarn ' faþur ' sin + auk runfriþ ' at ' bonta ' auk ihulfastr ' riþ ' in ' ubiʀ,"Hyl[i]a() let ræisa stæin þenna at Kætilbiorn, faður sinn, ok Runfriðr at bonda, ok Igulfastr reð, en Øpiʀ.","Hylia lät resa denna sten efter Kättilbjörn sin fader, och Runfrid efter sin man, och Igulfast ombesörjde, men Öpir (ristade).",0.0,0.0,,Öpir,,1000,1099,0
Upplands runinskrifter 962,50468388,... at ' sik ' silfa... ...--[k]an ' in ' (r)[ai-]-(n) ' -(a)stgi[-],... at sik sialfa[n kvi]kvan. En '''''rai--n''''' [F]astgæi[ʀʀ]().,"... efter sig själv, medan han levde. Och ... Fastger.",59.87654,17.68567,pr5,,runsten,793,1066,0
Upplands runinskrifter 967,50527279,-au... ...fti(r) : faþur (s)in : ku-... ...-...,... [æ]ftiʀ faður sinn ... ...,... efter sin fader ...,59.87596,17.68605,,"Öpir 1  för få runor för attr.",,793,1066,0
Upplands runinskrifter 968,45327003,[stoþi · auk · sihtiarfr ·  þorker · lit]u · ris[t]a · stin at · aistu[lf · b]roþu[r ·] (s)in [sun þorkerþa],"Stoði ok SigdiarfR [ok] Þorgærðr letu rista stæin at Æistulf, broður sinn, sun ÞorgærðaR.","Stode och Sigdjärv och Torgärd läto rista stenen efter Estulv, sin broder, Torgärds son.",59.87229,17.6963,pr4,,,793,1066,0
Upplands runinskrifter 971,49798405,§P : kunbiur : lit risa : stin : iftiʀ faþur -... ... : miti : kuþ : hulbin hins : krin... ...arþi uþ(r)ki §Q (-)unbiur : lit risa : stin : iftiʀ : faþur (:) [s]... ...[þ] : miti : kuþ : hulbin (h)ins : krin ... ...arþi uþu(r)ki (:),"§P Gunnbiorn let ræisa stæin æftiʀ faður [sinn] ... Mildi() Guð hialpin '''''hins''''' ... ... '''''uþrki'''''. §Q Gunnbiorn()/Unnbiorn()/Gunn-Biur()/Unn-Biur() let ræisa stæin æftiʀ faður s[inn] ... Mæti Guð hialpin. Hæins() Græin(), [hann()] [g]ærði oðyrki().",Gunnbjörn lät resa stenen efter sin fader ... Milde() Gud hjälpe ...,59.88555,17.68667,,"Öpir 1  [ej Öpir: kristen bön, Åhlén 1997]",,793,1066,0
Upplands runinskrifter 972,53068792,[(i)(n)k(i)u(a)r uaþ trofast · uk usrik × litu × rita × stain × at · trk-k-a kuþan · sturbiurn ×],"Ingvarr() ok Trofastr() ok Husrikʀ()/Osrikʀ() letu retta stæin at dræng() goðan, Styrbiorn().",... läto resa stenen efter . . . gode. Styrbjörn (),59.0,50.0,,,,1000,1099,0
Upplands runinskrifter 973,51554233,siriþ l... ...(u)n huki ' frenta ' sinum ' in ' iar ati ' rikr ' h(u)-... ... in ybir risti,Sigrið l[et] ... '''''huki''''' frænda sinum. En hiar atti rikʀ ... ... En Øpiʀ risti.,Sigrid lät ... åt sin frände. Men här hade den mäktige ... Men Öpir ristade.,0.0,0.0,,Öpir,,1000,1099,0
Upplands runinskrifter 975,52284285,kunar,Gunnarr.,Gunnar,59.8932,17.72398,,,,793,1066,0
Upplands runinskrifter 977,54379736,[ernfriþ ok is...st litu · ra--a · sten · eftiʀ · kunar · faþur · sin · ok · kitulbiurn · ok · kilok · at · bonta sin fastulfr ok · iyruntr · at broþur sin],"Ærnfriðr ok ... letu ræ[is]a stæin æftiʀ Gunnar, faður sinn, ok Kætilbiorn, ok Gillaug at bonda sinn. Fastulfʀ ok Iorundr at broður sinn.","Ärnfrid och ... läto resa stenen efter Gunnar, sin fader, och Kättilbjörn, och Gillög efter sin man. Fastulv och Jorund efter sin broder.",59.90788,17.67241,,,,793,1066,0
Upplands runinskrifter 978,48164016,sihuiþr ...-i + stain + þina + iklats+fari + iftir + uitarf + faþ(u)(r) [+ -... ...sia]... ...ku---,"Sigviðr [ræist]i stæin þenna Ænglandsfari æftiʀ Vidiarf, faður ... ... ...","Sigvid Englandsfararen [rest]e denna sten efter Vidjärv, [sin] far...",59.8994,17.6322,pr2,,runsten,1000,1066,0
Upplands runinskrifter 980,48132816,[× ailifr × auk siku]iþr × li[tu × raisa × stain × iftiʀ + uifast] × faþu[r × sin +],"Æilifʀ ok Sigviðr letu ræisa stæin æftiʀ Vifast, faður sinn.","Eliv och Sigvid läto resa stenen efter Yifast, sin fader.",59.8994,17.6322,pr4,"Fot,Fot 2",runsten,793,1066,0
Upplands runinskrifter 981,52289260,ailif raisti stain þinso abtiR kalf buanta ... Í R + uifast + faþur + sin osmunrt risti,"Æilif ræisti stæin þennsa ceptin Kalf, ioanda [sinn] . . . [œpt]ÍR Vifast, faöur sinn. Asmundr risti.","Eliv reste denna sten efter Kalv, [sin] man .. . efter Vifast, sin fader, Asmund ristade.",0.0,0.0,,,,0,1500,0
Upplands runinskrifter 982,52290318,[... · ufti : uifast : faþ-... ... ...],"... æftiʀ Vifast, fað[ur sinn] ...","... efter Vifast, sin fader ...",59.91319,17.64545,,,,793,1066,0
Upplands runinskrifter 983,54526822,linkntiþt ·: nmui : knit... × tsu-...,... ... ... ...,,59.88758,17.60265,,,,793,1066,0
Upplands runinskrifter 986,54947799,[+ ali ' auk sihualti ' uk ' inkifast ' litu rita stin þino ' abtiʀ ' ka͡nilf · buanta inkifastaʀ auk faþur ala osmunrt ' risti],"Ali/Alli ok Sigvaldi ok Ingifast letu retta stæin þenna æftiʀ Gælf()/Kalf(), boanda Ingifastaʀ ok faður Ala/Alla. Asmundr risti.","Ale (Alle) och Sigvalde och Ingefast läto uppresa denna sten efter '''kanilf''', Ingefasts man och Ales (Alles) fader. Asmund ristade.",59.90472,17.6414,,"Åsmund Kåresson,Åsmund",,793,1066,0
Upplands runinskrifter 988,53973112,[...soun ouk : þaiʀ (u)iu...],... ok þæiʀ ...,,59.85595,17.85545,,Grim skald,,793,1066,0
Upplands runinskrifter 989,48653821,a[r]nu[ai-] i[or]uidr,Arn... Jôrundr,Arn... Jorund,59.855958,17.855522,,,,0,1500,0
Upplands runinskrifter 990,55354964,' uaþr + auk × þakn × auk × kunar + raistu × stain + þana × at × haursa × foþur sin + kuþ hialbi ot hans ×,"Veðr ok Þegn ok Gunnarr ræistu stæin þenna at Haursa, faður sinn. Guð hialpi and hans.","Väder och Tägn och Gunnar reste denna sten efter Hörse, sin fader. Gud hjälpe hans ande.",59.86443,17.82579,Fp,"Lista över #A,Alrik , Äskil 2",,1035,1065,0
Upplands runinskrifter 991,55354965,× þiakn × [a](u)k × kunar × raistu × staina + aftiʀ × uaþr × bruþur + sin +,"Þiagn ok Gunnarr ræistu stæina æftiʀ Veðr, broður sinn.",Tägn och Gunnar reste stenarna efter Väder sin broder.,59.0,51.0,,,,1000,1099,0
Upplands runinskrifter 992,55193533,... ...(u)stain × foþur×foþur × sin × auk × at ×: kuþsrik + foþur × sin × auk × at × kunu ...,"... [Ø]ystæin, faðurfaður sinn, ok at Guðrik(), faður sinn, ok at Gunnu ...",... Östen sin farfar och efter Gudrik sin far och efter Gunna ...,59.0,51.0,,,,1000,1099,0
